fofId,x,y,z,np
63000800000001,43.595401763916016,2.3732731342315674,189.7131805419922,574982
63002200000000,226.14154052734375,29.795034408569336,232.54672241210938,609320
63002400000000,250.19290161132812,9.645325660705566,109.28921508789062,569094
63002800000000,149.56893920898438,81.28199768066406,46.05319595336914,592051
63003300000000,146.32473754882812,150.65304565429688,3.81534481048584,607871
63003400000000,146.56390380859375,151.7069854736328,121.46489715576172,572806
63004500000000,177.7823028564453,207.7154541015625,211.45863342285156,617493
63004700000003,98.28821563720703,234.8978729248047,145.81146240234375,602287
63004700000004,105.51293182373047,203.40257263183594,141.7572784423828,592575
63005400000000,2.0875914096832275,191.87716674804688,151.8688201904297,616586
63008500000000,23.13016700744629,353.8852233886719,189.0641326904297,600808
63008800000000,13.49389934539795,277.88482666015625,131.34059143066406,596106
63009100000000,102.72296905517578,260.45111083984375,161.8536376953125,611392
63010000000000,210.3404083251953,375.6351318359375,192.74240112304688,607116
63012800000000,320.9223327636719,282.62451171875,117.52285766601562,598110
63012900000000,258.491943359375,277.1327209472656,80.7642822265625,576790
63015300000000,273.223388671875,330.31292724609375,167.08815002441406,569046
63020400000001,377.7314147949219,73.12313842773438,70.21524810791016,592970
63020400000002,380.269287109375,91.09500122070312,74.35633087158203,591444
63021000000000,365.6908874511719,67.0501480102539,92.95649719238281,566135
63021100000002,373.0278015136719,100.58425903320312,71.77543640136719,592825
63021300000001,285.1210632324219,14.656376838684082,116.42070770263672,624589
63021900000000,314.58135986328125,241.30340576171875,26.92735481262207,601538
63027700000000,344.0719299316406,42.99322509765625,280.99761962890625,571252
63028000000000,296.6360778808594,121.06668090820312,365.2769775390625,608819
63028900000002,372.1762390136719,199.7244110107422,336.6729431152344,573988
63035500000001,351.99395751953125,285.20941162109375,288.10308837890625,613333
63036000000001,266.5771179199219,329.5667724609375,273.87664794921875,604921
63041400000000,177.3604278564453,287.6682434082031,331.8672180175781,592631
63041700000000,95.33875274658203,272.4337158203125,257.5464782714844,610514
63045500000000,8.870689392089844,137.29344177246094,382.1010437011719,575193
63045900000001,4.9550933837890625,145.74766540527344,343.157958984375,564904
63046000000000,126.684814453125,124.6617202758789,349.7154235839844,563662
63050400000000,37.316043853759766,6.928644180297852,351.9089050292969,620550
63000500000000,0.7654287219047546,86.12515258789062,88.14408111572266,738536
63000600000000,8.815743446350098,66.1411361694336,119.57136535644531,744019
63000800000000,63.12080383300781,7.633406639099121,184.87686157226562,926204
63000900000000,28.449478149414062,77.4499740600586,252.82298278808594,882755
63001000000001,57.06544494628906,103.61213684082031,147.4787139892578,844030
63002100000000,251.8294219970703,79.92047119140625,233.9048614501953,779944
63003200000000,163.94216918945312,170.68663024902344,2.72171688079834,643123
63004100000000,187.56298828125,167.59231567382812,242.75665283203125,663449
63004600000001,145.16419982910156,207.9607696533203,140.25762939453125,873064
63004600000002,160.35736083984375,206.92218017578125,163.7372283935547,861256
63004700000001,96.88589477539062,223.35870361328125,143.36158752441406,845020
63004700000002,101.79816436767578,245.81483459472656,151.48301696777344,658532
63005300000000,50.01468276977539,249.84376525878906,188.72142028808594,696483
63006100000000,1.5339628458023071,128.8131866455078,26.442001342773438,966796
63006500000000,26.36404800415039,300.9247131347656,93.6775894165039,877137
63006500000001,17.070892333984375,331.0833740234375,94.932373046875,738477
63006500000002,21.16983413696289,321.3311462402344,86.91022491455078,706300
63009600000000,132.9939422607422,361.66339111328125,130.87388610839844,749581
63009700000000,201.94937133789062,332.23150634765625,186.3405303955078,741958
63011900000000,127.26541900634766,337.6692199707031,77.15663146972656,717294
63012100000000,188.12774658203125,278.61138916015625,73.80868530273438,823828
63012200000000,172.43084716796875,260.18841552734375,46.23580551147461,640204
63012300000000,145.50930786132812,265.5854187011719,49.27898406982422,695131
63012400000001,165.03062438964844,277.36163330078125,14.176294326782227,678248
63012500000000,238.53977966308594,303.3067321777344,33.787437438964844,687736
63012600000000,263.1366271972656,311.3497619628906,63.56156539916992,829599
63013000000000,260.7421875,286.7112731933594,109.51055908203125,908249
63013200000000,310.43511962890625,357.25152587890625,5.122523784637451,766018
63015200000000,296.7192687988281,272.53131103515625,170.43272399902344,734741
63015600000000,318.0697021484375,263.4867248535156,168.4226531982422,817148
63016100000000,385.74639892578125,287.1070861816406,142.00035095214844,750840
63018900000000,398.3923645019531,280.1004333496094,22.063520431518555,940874
63020400000000,389.83123779296875,105.5361557006836,66.78822326660156,975529
63020800000000,345.774658203125,70.48311614990234,41.15483474731445,764876
63020900000000,366.3802795410156,51.623958587646484,93.49694061279297,701834
63021100000000,371.3186340332031,86.52951049804688,78.62936401367188,854762
63021100000001,357.14044189453125,87.76953125,81.91202545166016,790692
63021300000000,305.50250244140625,48.547035217285156,114.42716979980469,761910
63021800000000,343.8246154785156,233.6905059814453,15.141863822937012,858513
63022000000000,326.8469543457031,176.3773956298828,40.144561767578125,713308
63022100000000,331.188232421875,144.4357147216797,56.15549087524414,876615
63022200000000,360.0160217285156,247.6792449951172,118.75521087646484,814445
63022500000000,288.2322998046875,173.10621643066406,86.10230255126953,769974
63022900000000,348.57281494140625,162.1474609375,135.40740966796875,756924
63023400000000,287.2102966308594,170.798828125,239.31893920898438,850558
63023500000000,290.2252197265625,86.22114562988281,186.4551544189453,803476
63023600000000,254.59677124023438,76.15776062011719,242.9716033935547,652172
63023900000000,300.8384094238281,76.5529556274414,177.20172119140625,632362
63024200000000,318.30377197265625,107.2855224609375,227.1234130859375,855864
63024600000000,380.91827392578125,7.08284854888916,142.92872619628906,655306
63026300000000,372.32904052734375,213.9552001953125,287.08245849609375,738260
63027600000000,396.17266845703125,105.87320709228516,266.0722961425781,649778
63027800000000,328.9201965332031,34.992462158203125,296.7809753417969,907158
63036000000000,265.58990478515625,340.7536926269531,268.1986083984375,694345
63037000000000,266.11236572265625,384.3562927246094,318.40087890625,968044
63037000000001,259.62567138671875,391.2147521972656,326.54229736328125,730114
63038800000001,181.6946563720703,260.2178039550781,385.26483154296875,940413
63039800000000,172.50375366210938,0.18151438236236572,383.28363037109375,830576
63041800000000,72.02809143066406,266.8848571777344,357.30682373046875,924426
63041800000001,78.44654083251953,282.1107177734375,365.0158386230469,801846
63041800000002,87.32624816894531,254.26954650878906,341.87646484375,772472
63045400000000,84.22537231445312,127.65869140625,380.33795166015625,913087
63045900000000,6.228003978729248,153.21371459960938,330.95037841796875,730697
63046500000000,163.4836883544922,206.60134887695312,276.1910400390625,728731
63046900000000,192.4386749267578,149.85586547851562,256.5526123046875,860807
63047000000000,216.7652130126953,197.76890563964844,287.5154113769531,669622
63049700000000,92.92327117919922,82.29588317871094,306.4639587402344,738831
63049900000000,29.15741729736328,75.51018524169922,342.3927307128906,712736
63050100000000,34.924678802490234,98.69182586669922,275.9068908691406,674542
63001000000000,60.297096252441406,104.75302124023438,160.5404815673828,1004862
63001100000000,68.87989044189453,108.35832977294922,172.65643310546875,1409200
63001700000000,135.1250457763672,58.81020736694336,243.15338134765625,1037598
63001900000000,208.662109375,108.32396697998047,176.86163330078125,1800512
63002300000000,194.6313018798828,41.465389251708984,163.20970153808594,1554807
63004600000000,167.74192810058594,202.6372528076172,147.61349487304688,1016182
63004700000000,61.95891571044922,189.95156860351562,140.76861572265625,1082632
63005200000000,7.3192853927612305,178.8977813720703,160.10781860351562,1248766
63005500000000,0.8323363661766052,206.90245056152344,148.28465270996094,1021422
63008700000000,13.580110549926758,307.81671142578125,158.69778442382812,1029227
63009000000000,83.4368667602539,277.1512145996094,179.44981384277344,1663680
63009000000001,80.47809600830078,256.8498229980469,184.3201904296875,1112621
63012400000000,192.04534912109375,269.6068420410156,51.8192253112793,1079104
63019300000000,382.5099792480469,200.64112854003906,82.81834411621094,1330190
63023200000000,316.1793518066406,220.97024536132812,204.27764892578125,1778262
63028600000000,365.8132629394531,201.13446044921875,291.08612060546875,1126762
63028900000000,298.82904052734375,226.11001586914062,342.68157958984375,1660443
63028900000001,303.42120361328125,226.97410583496094,372.01446533203125,1014451
63029000000000,264.00384521484375,248.34906005859375,319.0135192871094,1016124
63035500000000,341.36431884765625,260.81298828125,341.1376953125,1111819
63038800000000,220.97181701660156,257.6194763183594,393.50311279296875,990440
63038900000000,228.60989379882812,341.67791748046875,399.49310302734375,2162498
63039000000000,209.51458740234375,363.006591796875,393.47052001953125,1805260
63041200000000,197.83799743652344,334.6203308105469,320.069091796875,1432226
63047100000000,230.62257385253906,191.3136749267578,375.85491943359375,1189376
63047900000000,234.22021484375,141.37330627441406,388.8473815917969,1590791
63049600000000,105.04424285888672,66.11732482910156,301.5247497558594,2117511
